Song,Quadrant
MT0008635124,Q2
MT0008636271,Q3
MT0008637830,Q1
MT0008641724,Q2
MT0008649724,Q2
MT0008652185,Q2
MT0008665212,Q4
MT0008672387,Q1
MT0008673460,Q1
MT0008684922,Q1
MT0008684978,Q1
MT0008686594,Q4
MT0008690776,Q3
MT0008700460,Q3
MT0008709705,Q3
MT0008716237,Q3
MT0008718991,Q3
MT0008722511,Q3
MT0008733057,Q2
MT0008734186,Q2
MT0008750426,Q4
MT0008763007,Q3
MT0008776764,Q2
MT0008787199,Q1
MT0008790106,Q4
MT0008790360,Q2
MT0008791082,Q2
MT0008797356,Q2
MT0008800327,Q2
MT0008807220,Q2
MT0008813309,Q1
MT0008841966,Q3
MT0008863436,Q2
MT0008868862,Q3
MT0008882630,Q2
MT0008899266,Q3
MT0008905908,Q3
MT0008947804,Q2
MT0008949592,Q1
MT0008960612,Q3
MT0008963540,Q3
MT0008972801,Q1
MT0008979040,Q3
MT0008990300,Q1
MT0008999728,Q2
MT0009005900,Q1
MT0009010830,Q1
MT0009025287,Q2
MT0009025845,Q3
MT0009033072,Q4
MT0009041370,Q2
MT0009043768,Q1
MT0009054976,Q4
MT0009075362,Q4
MT0009098212,Q1
MT0009123251,Q2
MT0009164591,Q3
MT0009164605,Q1
MT0009165729,Q2
MT0009169626,Q3
MT0009172291,Q2
MT0009174874,Q2
MT0009185069,Q4
MT0009202768,Q1
MT0009206381,Q1
MT0009208842,Q1
MT0009217411,Q2
MT0009233872,Q1
MT0009239443,Q2
MT0009253379,Q1
MT0009289348,Q4
MT0009295595,Q1
MT0009306792,Q1
MT0009312856,Q3
MT0009319587,Q2
MT0009320357,Q2
MT0009321428,Q3
MT0009351469,Q1
MT0009354859,Q4
MT0009360971,Q2
MT0009377947,Q4
MT0009389504,Q3
MT0009390091,Q1
MT0009400121,Q2
MT0009418269,Q2
MT0009425259,Q2
MT0009430339,Q2
MT0009437817,Q3
MT0009469599,Q3
MT0009485981,Q1
MT0009495283,Q3
MT0009495285,Q3
MT0009533836,Q3
MT0009558355,Q1
MT0009577134,Q2
MT0009601423,Q2
MT0009606151,Q3
MT0009614467,Q3
MT0009619424,Q1
MT0009628869,Q3
MT0009631750,Q2
MT0009693151,Q3
MT0009729892,Q1
MT0009740290,Q4
MT0009741521,Q4
MT0009741760,Q4
MT0009741774,Q4
MT0009769816,Q4
MT0009800907,Q2
MT0009826820,Q4
MT0009844833,Q1
MT0009845072,Q1
MT0009845270,Q1
MT0009845271,Q1
MT0009845275,Q1
MT0009845276,Q1
MT0009868354,Q4
MT0009897495,Q1
MT0009968194,Q1
MT0009991160,Q4
MT0009996318,Q3
MT0009996323,Q3
MT0010007878,Q3
MT0010007881,Q3
MT0010007882,Q3
MT0010049476,Q4
MT0010065686,Q1
MT0010076476,Q4
MT0010083757,Q4
MT0010085729,Q1
MT0010100278,Q1
MT0010100279,Q1
MT0010100283,Q3
MT0010100333,Q1
MT0010100428,Q4
MT0010100429,Q1
MT0010161903,Q2
MT0010169018,Q1
MT0010169019,Q1
MT0010203716,Q4
MT0010236541,Q1
MT0010237532,Q3
MT0010261584,Q4
MT0010261588,Q1
MT0010278984,Q4
MT0010310896,Q2
MT0010310898,Q2
MT0010344415,Q1
MT0010346228,Q1
MT0010368848,Q1
MT0010415730,Q2
MT0010437635,Q3
MT0010444469,Q4
MT0010463505,Q2
MT0010468178,Q3
MT0010474345,Q2
MT0010477194,Q2
MT0010480965,Q2
MT0010481194,Q2
MT0010482550,Q1
MT0010485559,Q2
MT0010485603,Q4
MT0010487366,Q2
MT0010487769,Q1
MT0010487795,Q1
MT0010489498,Q1
MT0010492983,Q1
MT0010498312,Q1
MT0010501618,Q1
MT0010502078,Q2
MT0010502743,Q4
MT0010506192,Q3
MT0010510852,Q1
MT0010524453,Q1
MT0010548963,Q1
MT0010551970,Q4
MT0010552273,Q1
MT0010552303,Q1
MT0010554620,Q2
MT0010582452,Q4
MT0010585105,Q3
MT0010611876,Q1
MT0010612023,Q2
MT0010615428,Q2
MT0010617945,Q1
MT0010620026,Q2
MT0010623104,Q2
MT0010630017,Q3
MT0010638151,Q4
MT0010662602,Q4
MT0010665248,Q4
MT0010674530,Q3
MT0010674859,Q3
MT0010676114,Q1
MT0010681356,Q3
MT0010685188,Q3
MT0010694754,Q1
MT0010695865,Q3
MT0010701054,Q4
MT0010705334,Q1
MT0010706869,Q1
MT0010707508,Q4
MT0010710874,Q3
MT0010712910,Q4
MT0010715611,Q2
MT0010723658,Q3
MT0010723756,Q4
MT0010724282,Q2
MT0010736208,Q2
MT0010741252,Q4
MT0010741386,Q3
MT0010747096,Q3
MT0010752894,Q3
MT0010753736,Q1
MT0010754019,Q1
MT0010755212,Q1
MT0010758927,Q4
MT0010765597,Q3
MT0010765607,Q4
MT0010773040,Q4
MT0010777106,Q1
MT0010778949,Q3
MT0010803094,Q3
MT0010804974,Q3
MT0010823031,Q3
MT0010835061,Q1
MT0010849747,Q2
MT0010850805,Q3
MT0010851922,Q1
MT0010855214,Q4
MT0010855417,Q1
MT0010864096,Q2
MT0010883435,Q1
MT0010894865,Q2
MT0010900969,Q1
MT0010902792,Q1
MT0010922381,Q2
MT0010956902,Q1
MT0010956907,Q4
MT0010965655,Q4
MT0010967419,Q4
MT0010979481,Q4
MT0010980499,Q4
MT0010983830,Q2
MT0010984486,Q4
MT0011032905,Q3
MT0011066228,Q3
MT0011079284,Q3
MT0011083648,Q2
MT0011104152,Q1
MT0011162069,Q3
MT0011204639,Q1
MT0011230792,Q3
MT0011250965,Q4
MT0011252339,Q3
MT0011252708,Q2
MT0011292112,Q4
MT0011302120,Q4
MT0011308097,Q3
MT0011322528,Q2
MT0011327325,Q3
MT0011332604,Q4
MT0011342337,Q3
MT0011354857,Q1
MT0011356991,Q4
MT0011358600,Q4
MT0011361934,Q2
MT0011369407,Q2
MT0011374342,Q4
MT0011378875,Q2
MT0011391187,Q3
MT0011391356,Q2
MT0011393132,Q2
MT0011403548,Q4
MT0011411969,Q2
MT0011426003,Q2
MT0011447062,Q1
MT0011448773,Q1
MT0011451296,Q1
MT0011458668,Q2
MT0011465608,Q4
MT0011503204,Q1
MT0011510700,Q1
MT0011558921,Q1
MT0011560587,Q1
MT0011574534,Q1
MT0011575842,Q1
MT0011575852,Q2
MT0011581506,Q2
MT0011594970,Q3
MT0011612883,Q3
MT0011650689,Q4
MT0011659985,Q4
MT0011707340,Q2
MT0011711263,Q2
MT0011711878,Q4
MT0011712337,Q2
MT0011715190,Q2
MT0011716005,Q1
MT0011718667,Q4
MT0011724911,Q1
MT0011724999,Q4
MT0011755407,Q4
MT0011767762,Q1
MT0011772341,Q1
MT0011785029,Q1
MT0011786799,Q1
MT0011808566,Q1
MT0011809659,Q4
MT0011818239,Q4
MT0011836087,Q4
MT0011836290,Q3
MT0011847514,Q1
MT0011861922,Q1
MT0011862487,Q4
MT0011869625,Q1
MT0011870505,Q3
MT0011876383,Q3
MT0011878109,Q1
MT0011879943,Q2
MT0011881944,Q1
MT0011886148,Q4
MT0011886864,Q3
MT0011895175,Q4
MT0011895910,Q1
MT0011896804,Q4
MT0011899302,Q3
MT0011903519,Q1
MT0011908274,Q4
MT0011910522,Q4
MT0011914836,Q1
MT0011916784,Q4
MT0011922080,Q4
MT0011922905,Q4
MT0011924283,Q1
MT0011929096,Q4
MT0011930865,Q1
MT0011937155,Q2
MT0011937271,Q3
MT0011938737,Q4
MT0011940781,Q2
MT0011945841,Q2
MT0011950450,Q1
MT0011953228,Q2
MT0011959819,Q2
MT0011960348,Q2
MT0011961925,Q3
MT0011963777,Q2
MT0011966998,Q4
MT0011968204,Q1
MT0011969592,Q3
MT0011971415,Q4
MT0011974870,Q3
MT0011982393,Q4
MT0011996860,Q3
MT0011997914,Q1
MT0011999773,Q1
MT0012001684,Q1
MT0012004909,Q3
MT0012008752,Q2
MT0012009054,Q2
MT0012011991,Q4
MT0012013969,Q3
MT0012016955,Q1
MT0012017035,Q4
MT0012025242,Q1
MT0012025969,Q4
MT0012030591,Q1
MT0012030863,Q2
MT0012036571,Q4
MT0012041920,Q1
MT0012073768,Q3
MT0012100576,Q2
MT0012116237,Q2
MT0012122028,Q2
MT0012124855,Q2
MT0012151268,Q4
MT0012159808,Q4
MT0012168286,Q2
MT0012198225,Q3
MT0012202513,Q1
MT0012222183,Q4
MT0012247942,Q3
MT0012261257,Q4
MT0012276467,Q3
MT0012292188,Q3
MT0012317309,Q3
MT0012330276,Q4
MT0012330796,Q1
MT0012331779,Q1
MT0012333749,Q1
MT0012337307,Q3
MT0012383717,Q4
MT0012396528,Q1
MT0012398546,Q1
MT0012416069,Q3
MT0012417408,Q3
MT0012430736,Q1
MT0012435412,Q4
MT0012438211,Q2
MT0012454159,Q4
MT0012454284,Q3
MT0012455611,Q1
MT0012459878,Q3
MT0012481933,Q1
MT0012509093,Q1
MT0012521149,Q1
MT0012532120,Q3
MT0012534566,Q1
MT0012591057,Q3
MT0012600718,Q3
MT0012601428,Q1
MT0012615075,Q3
MT0012619690,Q1
MT0012634038,Q3
MT0012637285,Q3
MT0012648496,Q2
MT0012649676,Q2
MT0012658386,Q3
MT0012666474,Q3
MT0012675695,Q3
MT0012678840,Q1
MT0012682565,Q1
MT0012697686,Q1
MT0012700338,Q2
MT0012742379,Q1
MT0012745818,Q4
MT0012766840,Q4
MT0012798988,Q1
MT0012811141,Q3
MT0012823048,Q3
MT0012846850,Q1
MT0012854734,Q3
MT0012855159,Q2
MT0012869295,Q2
MT0012893353,Q4
MT0012895822,Q1
MT0012900592,Q2
MT0012909507,Q2
MT0012914763,Q2
MT0012930833,Q2
MT0012932812,Q4
MT0012941049,Q4
MT0012976100,Q1
MT0012988776,Q3
MT0013003902,Q4
MT0013056573,Q4
MT0013056830,Q4
MT0013058008,Q2
MT0013070871,Q3
MT0013075504,Q1
MT0013078262,Q4
MT0013080259,Q3
MT0013095380,Q4
MT0013101577,Q1
MT0013104929,Q1
MT0013115311,Q4
MT0013145806,Q4
MT0013151367,Q2
MT0013173557,Q3
MT0013177702,Q4
MT0013184611,Q1
MT0013198028,Q3
MT0013208607,Q4
MT0013209458,Q3
MT0013216725,Q2
MT0013219857,Q3
MT0013228223,Q4
MT0013235939,Q1
MT0013236693,Q1
MT0013260233,Q3
MT0013275745,Q1
MT0013283837,Q3
MT0013289749,Q3
MT0013305470,Q4
MT0013305827,Q4
MT0013313448,Q2
MT0013349760,Q3
MT0013366460,Q1
MT0013386240,Q1
MT0013389935,Q1
MT0013416300,Q3
MT0013417325,Q4
MT0013418800,Q2
MT0013429054,Q3
MT0013464231,Q1
MT0013577074,Q4
MT0013583287,Q1
MT0013590244,Q1
MT0013610517,Q2
MT0013610638,Q2
MT0013612461,Q2
MT0013616609,Q2
MT0013621344,Q1
MT0013633209,Q1
MT0013637631,Q1
MT0013649307,Q3
MT0013652136,Q1
MT0013658337,Q1
MT0013693326,Q4
MT0013726148,Q3
MT0013743441,Q2
MT0013746403,Q3
MT0013747898,Q4
MT0013751364,Q2
MT0013752990,Q2
MT0013758625,Q1
MT0013803861,Q3
MT0013809129,Q3
MT0013809208,Q1
MT0013820793,Q3
MT0013822237,Q2
MT0013824918,Q2
MT0013881862,Q2
MT0013885218,Q2
MT0013904850,Q4
MT0013914319,Q1
MT0013923586,Q4
MT0013929650,Q1
MT0013960578,Q1
MT0013999544,Q1
MT0014046859,Q3
MT0014050974,Q3
MT0014084173,Q2
MT0014084256,Q1
MT0014116864,Q2
MT0014118699,Q3
MT0014121590,Q2
MT0014127375,Q4
MT0014135173,Q2
MT0014157389,Q2
MT0014192212,Q3
MT0014204470,Q3
MT0014209882,Q2
MT0014215479,Q4
MT0014439055,Q2
MT0014443758,Q1
MT0014472963,Q2
MT0014475915,Q4
MT0014507179,Q4
MT0014550042,Q3
MT0014553172,Q4
MT0014554353,Q1
MT0014555701,Q1
MT0014576739,Q1
MT0014581361,Q2
MT0014584319,Q4
MT0014586720,Q1
MT0014594482,Q2
MT0014597919,Q4
MT0014612093,Q4
MT0014619583,Q1
MT0014624309,Q4
MT0014650353,Q4
MT0014650360,Q1
MT0014664637,Q1
MT0014665693,Q3
MT0014668887,Q3
MT0014703649,Q2
MT0014724547,Q4
MT0014737299,Q3
MT0014752461,Q4
MT0014756127,Q2
MT0014762437,Q2
MT0014794891,Q3
MT0014798420,Q3
MT0014817509,Q2
MT0014833239,Q1
MT0014844849,Q2
MT0014845647,Q2
MT0014852191,Q2
MT0014853937,Q3
MT0014874934,Q1
MT0014878397,Q2
MT0014880463,Q2
MT0014936205,Q3
MT0014953592,Q2
MT0014957211,Q2
MT0014961114,Q3
MT0014964772,Q2
MT0014979000,Q3
MT0014984545,Q3
MT0014992158,Q4
MT0014992356,Q1
MT0015004289,Q3
MT0015004867,Q2
MT0015007103,Q3
MT0015019608,Q2
MT0015026273,Q2
MT0015032338,Q4
MT0015139461,Q3
MT0015396140,Q4
MT0015428521,Q1
MT0015456449,Q1
MT0015465230,Q3
MT0015469804,Q2
MT0015477550,Q4
MT0015494518,Q2
MT0015510419,Q3
MT0015541501,Q2
MT0015546206,Q1
MT0015587436,Q2
MT0015604179,Q3
MT0015632625,Q4
MT0015653546,Q4
MT0015664499,Q3
MT0015682649,Q3
MT0015689411,Q3
MT0015689749,Q3
MT0015694210,Q3
MT0015696773,Q3
MT0015709701,Q4
MT0015715008,Q3
MT0015720220,Q3
MT0015742096,Q1
MT0015760726,Q4
MT0015849191,Q4
MT0015883602,Q3
MT0015889071,Q2
MT0015896210,Q1
MT0015908129,Q4
MT0015918974,Q3
MT0015929505,Q3
MT0015934550,Q1
MT0015940634,Q2
MT0015950558,Q2
MT0015971175,Q2
MT0016770768,Q1
MT0016913402,Q3
MT0016915093,Q2
MT0016933152,Q3
MT0016956738,Q2
MT0016963741,Q4
MT0016972827,Q1
MT0016990726,Q1
MT0017475710,Q2
MT0017657810,Q1
MT0017683327,Q1
MT0017954224,Q4
MT0017957157,Q1
MT0017971951,Q1
MT0018024152,Q1
MT0018031959,Q1
MT0018044514,Q3
MT0018288135,Q2
MT0018376280,Q4
MT0018453545,Q3
MT0018617125,Q1
MT0018669856,Q2
MT0018793776,Q1
MT0018886935,Q3
MT0019446620,Q4
MT0019511872,Q4
MT0019766193,Q3
MT0026135542,Q1
MT0026143373,Q1
MT0026158301,Q1
MT0026236933,Q3
MT0026330298,Q3
MT0026378461,Q3
MT0026405027,Q3
MT0026414107,Q4
MT0026520343,Q2
MT0026607275,Q4
MT0026608644,Q4
MT0026624084,Q2
MT0026655309,Q4
MT0026697228,Q3
MT0026707664,Q4
MT0026712161,Q4
MT0026719173,Q2
MT0026734083,Q2
MT0026753145,Q1
MT0026772613,Q2
MT0026790435,Q1
MT0026795261,Q1
MT0026826094,Q3
MT0026866290,Q1
MT0026900439,Q1
MT0026903849,Q2
MT0026905937,Q3
MT0026933516,Q1
MT0026950915,Q1
MT0026963572,Q2
MT0026971941,Q4
MT0026972072,Q4
MT0026999750,Q1
MT0027023212,Q4
MT0027032503,Q2
MT0027035970,Q1
MT0027048677,Q1
MT0027053023,Q1
MT0027064560,Q4
MT0027073298,Q2
MT0027075208,Q2
MT0027100467,Q4
MT0027100747,Q4
MT0027112893,Q1
MT0027182657,Q3
MT0027256574,Q2
MT0027320606,Q1
MT0027345606,Q2
MT0027535695,Q1
MT0027696140,Q1
MT0027835071,Q4
MT0027859587,Q4
MT0028066739,Q4
MT0028081047,Q2
MT0028116568,Q4
MT0028124490,Q2
MT0028159092,Q2
MT0028200740,Q1
MT0028213435,Q2
MT0028220133,Q1
MT0028242839,Q4
MT0028338292,Q3
MT0028342814,Q4
MT0028345470,Q2
MT0028348785,Q2
MT0028374210,Q4
MT0028403561,Q4
MT0028445777,Q1
MT0028452849,Q1
MT0028469910,Q2
MT0028471202,Q2
MT0028485956,Q1
MT0028495262,Q1
MT0028498801,Q4
MT0028550964,Q4
MT0028576698,Q4
MT0028577920,Q3
MT0028585667,Q3
MT0028587966,Q4
MT0028596249,Q4
MT0028603801,Q1
MT0028609181,Q4
MT0028615001,Q1
MT0028617351,Q4
MT0028617657,Q1
MT0028627699,Q1
MT0028633715,Q2
MT0028648077,Q1
MT0028655327,Q4
MT0028691865,Q3
MT0028694655,Q4
MT0028697763,Q4
MT0028709149,Q4
MT0028750297,Q2
MT0028754256,Q2
MT0028758101,Q4
MT0028790582,Q2
MT0028810869,Q2
MT0028813190,Q2
MT0028813196,Q4
MT0028877759,Q4
MT0028878677,Q4
MT0028929933,Q3
MT0028937743,Q1
MT0028942506,Q4
MT0028947009,Q3
MT0029045449,Q3
MT0029063409,Q4
MT0029080694,Q4
MT0029091265,Q4
MT0029133325,Q3
MT0029165558,Q1
MT0029166572,Q3
MT0029196396,Q2
MT0029492542,Q1
MT0029574551,Q4
MT0029767615,Q1
MT0029772184,Q2
MT0029825641,Q1
MT0029852139,Q1
MT0029861029,Q3
MT0029877658,Q3
MT0029976595,Q4
MT0030074137,Q3
MT0030075668,Q1
MT0030097307,Q3
MT0030097602,Q4
MT0030153479,Q3
MT0030177407,Q2
MT0030184605,Q2
MT0030203700,Q3
MT0030203729,Q2
MT0030211400,Q2
MT0030233759,Q2
MT0030247926,Q3
MT0030282816,Q4
MT0030282917,Q4
MT0030286920,Q4
MT0030289937,Q3
MT0030291182,Q1
MT0030297713,Q1
MT0030304982,Q3
MT0030321464,Q3
MT0030324011,Q2
MT0030327630,Q2
MT0030349080,Q1
MT0030362174,Q4
MT0030400613,Q3
MT0030407300,Q1
MT0030422114,Q3
MT0030435905,Q2
MT0030438262,Q4
MT0030481897,Q4
MT0030489320,Q2
MT0030499533,Q4
MT0030646708,Q4
MT0030968017,Q3
MT0031024722,Q4
MT0031036016,Q3
MT0031049140,Q3
MT0031365452,Q1
MT0031462756,Q1
MT0031495046,Q4
MT0031508823,Q1
MT0031514928,Q1
MT0031544440,Q1
MT0031548988,Q1
MT0031555265,Q2
MT0031574394,Q1
MT0031615488,Q4
MT0031618741,Q4
MT0031626819,Q4
MT0031661393,Q2
MT0031664726,Q1
MT0031716439,Q1
MT0031726825,Q2
MT0031733848,Q4
MT0031807708,Q4
MT0031826295,Q4
MT0031841471,Q3
MT0031861483,Q2
MT0031868141,Q1
MT0031875986,Q2
MT0031892359,Q4
MT0031893087,Q4
MT0031898123,Q4
MT0031901408,Q1
MT0031903528,Q3
MT0031914705,Q1
MT0031917087,Q1
MT0031917220,Q4
MT0031919561,Q2
MT0031925901,Q2
MT0031939057,Q4
MT0031940284,Q3
MT0031951901,Q3
MT0031952089,Q1
MT0031964947,Q2
MT0031972398,Q2
MT0031979912,Q1
MT0031995272,Q1
MT0031996487,Q4
MT0031996897,Q1
MT0032060949,Q4
MT0032061091,Q1
MT0032061241,Q1
MT0032157716,Q2
MT0032181833,Q1
MT0032297238,Q2
MT0032332758,Q1
MT0032405040,Q1
MT0032628164,Q4
MT0032643023,Q3
MT0032665811,Q2
MT0032673223,Q1
MT0032682675,Q4
MT0032698237,Q4
MT0032723940,Q4
MT0032757175,Q3
MT0032760813,Q4
MT0032768117,Q4
MT0032768122,Q1
MT0032782452,Q1
MT0033061162,Q4
MT0033126079,Q3
MT0033177286,Q3
MT0033218453,Q4
MT0033258989,Q4
MT0033262254,Q4
MT0033262547,Q4
MT0033287096,Q2
MT0033287114,Q2
MT0033293296,Q1
MT0033376569,Q4
MT0033380436,Q4
MT0033381821,Q1
MT0033388898,Q1
MT0033389924,Q3
MT0033391280,Q4
MT0033397838,Q1
MT0033410438,Q4
MT0033415296,Q1
MT0033430737,Q1
MT0033443279,Q1
MT0033461826,Q4
MT0033470806,Q2
MT0033473090,Q4
MT0033512773,Q1
MT0033717316,Q1
MT0033841575,Q1
MT0033940994,Q1
MT0033974184,Q2
MT0033993440,Q4
MT0033998763,Q4
MT0034005433,Q4
MT0034015731,Q4
MT0034064577,Q1
MT0034085485,Q4
MT0034094847,Q3
MT0034106363,Q4
MT0034130398,Q2
MT0034136847,Q3
MT0034138322,Q4
MT0034186195,Q4
MT0034186620,Q4
MT0034191542,Q4
MT0034197846,Q3
MT0034203861,Q4
MT0034210118,Q4
MT0034211183,Q1
MT0034212119,Q4
MT0034230990,Q4
MT0034403159,Q2
MT0034403951,Q2
MT0034410340,Q3
MT0034422157,Q4
MT0034426806,Q2
MT0034429136,Q4
MT0034551604,Q4
MT0034552648,Q1
MT0034560618,Q3
MT0034563474,Q1
MT0034577222,Q4
MT0034670435,Q2
MT0034731020,Q4
MT0034800740,Q3
MT0034816599,Q2
MT0034893754,Q1
MT0034988131,Q1
MT0034992958,Q4
MT0034996484,Q2
MT0035000258,Q4
MT0035007057,Q3
MT0035037927,Q1
MT0035108409,Q4
MT0035241675,Q2
MT0035285414,Q2
MT0035316286,Q3
MT0035322836,Q2
MT0035323832,Q4
MT0035518031,Q4
MT0035833639,Q3
MT0035974819,Q3
MT0036111751,Q2
MT0036111757,Q2
MT0036217440,Q1
MT0036368550,Q1
MT0040033011,Q3
