Song,Quadrant
MT0030438262,Q4
MT0030487841,Q1
MT0030489320,Q2
MT0030499533,Q4
MT0030504803,Q3
MT0030646708,Q4
MT0030968017,Q3
MT0031024722,Q4
MT0031049140,Q3
MT0031548988,Q1
MT0031555265,Q2
MT0031574394,Q1
MT0031618741,Q4
MT0031626819,Q4
MT0031661393,Q2
MT0031664726,Q1
MT0031726825,Q2
MT0031733848,Q4
MT0031826295,Q4
MT0031841471,Q3
MT0031861483,Q2
MT0031875986,Q2
MT0031893087,Q4
MT0031903528,Q3
MT0031917087,Q1
MT0031924755,Q2
MT0031925901,Q2
MT0031939057,Q4
MT0031979912,Q1
MT0031996487,Q4
MT0031996897,Q1
MT0032060949,Q4
MT0032061091,Q1
MT0032093528,Q4
MT0032157716,Q2
MT0032332758,Q1
MT0032628164,Q4
MT0032643023,Q3
MT0032665811,Q2
MT0032673223,Q1
MT0032682675,Q4
MT0032723940,Q4
MT0032757175,Q3
MT0032768117,Q4
MT0032768122,Q1
MT0032778604,Q4
MT0032782452,Q1
MT0033061162,Q4
MT0033097471,Q2
MT0033159895,Q3
MT0033218453,Q4
MT0033252621,Q2
MT0033258989,Q4
MT0033262254,Q4
MT0033262547,Q4
MT0033287096,Q2
MT0033376569,Q4
MT0033381821,Q1
MT0033410438,Q4
MT0033430737,Q1
MT0033459750,Q4
MT0033470806,Q2
MT0033473090,Q4
MT0033512773,Q1
MT0033717316,Q1
MT0033841575,Q1
MT0033974184,Q2
MT0033993440,Q4
MT0034013916,Q2
MT0034064577,Q1
MT0034094847,Q3
MT0034113973,Q2
MT0034136847,Q3
MT0034138322,Q4
MT0034191542,Q4
MT0034197846,Q3
MT0034211183,Q1
MT0034230990,Q4
MT0034403159,Q2
MT0034403951,Q2
MT0034410340,Q3
MT0034422157,Q4
MT0034426806,Q2
MT0034429136,Q4
MT0034518366,Q3
MT0034551604,Q4
MT0034560618,Q3
MT0034563474,Q1
MT0034800740,Q3
MT0034852831,Q1
MT0034988131,Q1
MT0034992958,Q4
MT0034996484,Q2
MT0035037927,Q1
MT0035108409,Q4
MT0035119161,Q4
MT0035241675,Q2
MT0035285414,Q2
MT0035316286,Q3
MT0035322836,Q2
MT0035332435,Q1
MT0035833639,Q3
MT0035974809,Q3
MT0035974819,Q3
MT0036111757,Q2
MT0036368550,Q1
