Song_id,Quadrant,in_balanced_train,in_balanced_validate,in_balanced_test,in_complete_train,in_complete_validate,in_complete_test
MT0001510617,Q2,True,False,False,True,False,False
MT0001511433,Q4,False,False,True,False,False,True
MT0001514284,Q1,False,True,False,True,False,False
MT0001515028,Q4,True,False,False,True,False,False
MT0001515531,Q3,True,False,False,True,False,False
MT0001518335,Q3,False,False,True,False,False,True
MT0001520918,Q4,True,False,False,True,False,False
MT0001521543,Q1,False,False,True,False,False,True
MT0001523435,Q3,False,False,True,False,False,True
MT0001526386,Q3,True,False,False,True,False,False
MT0001526514,Q1,False,False,True,True,False,False
MT0001528638,Q4,True,False,False,False,True,False
MT0001531856,Q1,False,True,False,False,True,False
MT0001531906,Q4,False,False,True,False,False,True
MT0001533920,Q3,False,False,True,False,True,False
MT0001542457,Q2,True,False,False,True,False,False
MT0001542676,Q3,False,True,False,False,True,False
MT0001547111,Q3,True,False,False,False,False,True
MT0001548914,Q3,True,False,False,True,False,False
MT0001553573,Q2,True,False,False,True,False,False
MT0001554870,Q2,True,False,False,False,True,False
MT0001566152,Q3,True,False,False,False,False,True
MT0001568638,Q2,False,False,False,True,False,False
MT0001574245,Q1,False,False,True,False,True,False
MT0001578777,Q2,True,False,False,False,False,True
MT0001583214,Q2,False,False,True,False,False,True
MT0001586807,Q1,False,False,True,True,False,False
MT0001590201,Q2,False,False,True,False,False,True
MT0001590644,Q2,True,False,False,True,False,False
MT0001593342,Q2,False,False,False,False,True,False
MT0001594582,Q4,False,False,True,False,False,True
MT0001595082,Q2,False,False,True,False,False,True
MT0001598707,Q3,True,False,False,False,True,False
MT0001605268,Q1,False,True,False,False,False,True
MT0001608499,Q3,False,False,True,False,False,True
MT0001609615,Q4,False,True,False,False,True,False
MT0001609626,Q1,True,False,False,True,False,False
MT0001610102,Q1,True,False,False,True,False,False
MT0001610914,Q3,False,True,False,False,False,True
MT0001613887,Q2,True,False,False,True,False,False
MT0001615005,Q2,False,False,True,False,False,True
MT0001615082,Q4,True,False,False,False,True,False
MT0001616074,Q2,True,False,False,False,True,False
MT0001624303,Q4,False,False,True,False,False,True
MT0001634305,Q3,False,False,True,False,False,True
MT0001638394,Q4,False,False,True,False,False,True
MT0001639011,Q1,False,True,False,False,True,False
MT0001641165,Q2,False,True,False,False,True,False
MT0001641166,Q2,True,False,False,False,False,True
MT0001641228,Q4,False,False,False,False,True,False
MT0001641430,Q3,True,False,False,False,True,False
MT0001642019,Q2,True,False,False,False,True,False
MT0001644811,Q4,True,False,False,True,False,False
MT0001646256,Q3,False,False,True,False,False,True
MT0001648703,Q2,False,True,False,False,True,False
MT0001653728,Q4,False,False,True,False,False,True
MT0001658982,Q3,True,False,False,True,False,False
MT0001661022,Q4,False,False,True,False,False,True
MT0001667621,Q4,False,True,False,False,True,False
MT0001671399,Q1,False,False,True,False,True,False
MT0001673884,Q3,False,False,True,False,False,True
MT0001676671,Q4,True,False,False,True,False,False
MT0001680969,Q1,True,False,False,False,True,False
MT0001696863,Q1,True,False,False,True,False,False
MT0001699798,Q4,True,False,False,False,True,False
MT0001701648,Q1,True,False,False,True,False,False
MT0001703346,Q1,True,False,False,False,True,False
MT0001705355,Q1,False,False,False,True,False,False
MT0001710592,Q2,True,False,False,True,False,False
MT0001729778,Q4,False,True,False,False,True,False
MT0001732928,Q4,True,False,False,False,True,False
MT0001736229,Q4,False,False,False,True,False,False
MT0001738256,Q2,False,True,False,False,True,False
MT0001741017,Q1,True,False,False,False,True,False
MT0001742519,Q3,True,False,False,True,False,False
MT0001747053,Q3,True,False,False,True,False,False
MT0001753457,Q1,False,False,False,True,False,False
MT0001757676,Q1,False,False,True,False,False,True
MT0001760172,Q3,True,False,False,True,False,False
MT0001765726,Q4,False,True,False,False,True,False
MT0001766004,Q2,False,False,True,False,False,True
MT0001768550,Q4,True,False,False,True,False,False
MT0001770136,Q1,False,True,False,False,True,False
MT0001779167,Q2,False,False,True,False,False,True
MT0001795697,Q1,False,True,False,True,False,False
MT0001798303,Q1,False,False,False,True,False,False
MT0001801454,Q2,True,False,False,False,True,False
MT0001810607,Q3,False,False,True,False,False,True
MT0001829666,Q1,False,True,False,False,True,False
MT0001831738,Q1,False,True,False,False,True,False
MT0001832838,Q4,False,False,True,False,False,True
MT0001835551,Q2,False,True,False,False,True,False
MT0001839466,Q3,True,False,False,True,False,False
MT0001841416,Q3,True,False,False,True,False,False
MT0001844620,Q3,False,True,False,False,True,False
MT0001852290,Q2,False,True,False,False,True,False
MT0001853221,Q3,True,False,False,False,True,False
MT0001855865,Q1,False,True,False,False,False,True
MT0001862892,Q3,False,True,False,False,True,False
MT0001863795,Q2,False,False,False,True,False,False
MT0001868336,Q3,True,False,False,True,False,False
MT0001870847,Q4,True,False,False,False,True,False
MT0001871732,Q3,False,False,True,False,True,False
MT0001877603,Q4,True,False,False,False,False,True
MT0001889075,Q2,False,True,False,False,True,False
MT0001889244,Q1,False,True,False,False,True,False
MT0001891229,Q2,True,False,False,False,False,True
MT0001891260,Q3,False,False,True,False,False,True
MT0001894368,Q4,False,False,False,True,False,False
MT0001898830,Q1,True,False,False,True,False,False
MT0001899447,Q3,True,False,False,True,False,False
MT0001899867,Q1,True,False,False,True,False,False
MT0001910188,Q3,False,False,True,True,False,False
MT0001916989,Q2,True,False,False,True,False,False
MT0001920501,Q3,False,False,True,True,False,False
MT0001927015,Q1,True,False,False,True,False,False
MT0001927474,Q4,False,True,False,False,True,False
MT0001927746,Q2,True,False,False,False,True,False
MT0001927921,Q2,True,False,False,True,False,False
MT0001929641,Q3,True,False,False,True,False,False
MT0001934410,Q2,True,False,False,True,False,False
MT0001934436,Q3,False,False,True,True,False,False
MT0001934726,Q3,False,False,True,False,False,True
MT0001938929,Q2,False,False,True,False,False,True
MT0001942272,Q4,False,False,True,False,False,True
MT0001943830,Q4,False,False,True,False,False,True
MT0001949173,Q4,True,False,False,False,True,False
MT0001952167,Q3,True,False,False,True,False,False
MT0001954919,Q4,False,True,False,False,True,False
MT0001962373,Q2,True,False,False,True,False,False
MT0001963447,Q2,True,False,False,True,False,False
MT0001967374,Q3,False,True,False,True,False,False
MT0001967655,Q4,False,False,True,False,False,True
MT0001972380,Q3,False,False,True,False,False,True
MT0001972829,Q3,False,False,True,False,False,True
MT0001974130,Q2,False,True,False,True,False,False
MT0001975228,Q2,False,False,False,True,False,False
MT0001978806,Q2,False,False,True,True,False,False
MT0001980613,Q4,False,False,True,False,False,True
MT0001982863,Q3,False,True,False,False,True,False
MT0001988811,Q3,True,False,False,False,False,True
MT0001989408,Q2,False,False,False,False,True,False
MT0001992879,Q2,False,False,True,False,False,True
MT0001993588,Q2,True,False,False,True,False,False
MT0001993943,Q2,False,False,True,True,False,False
MT0002006203,Q3,False,True,False,False,True,False
MT0002006862,Q1,False,True,False,False,True,False
MT0002007417,Q3,False,True,False,False,True,False
MT0002012491,Q2,True,False,False,False,False,True
MT0002014752,Q4,False,False,True,False,False,True
MT0002024101,Q2,True,False,False,True,False,False
MT0002024741,Q4,False,False,True,False,False,True
MT0002033217,Q3,True,False,False,True,False,False
MT0002033629,Q1,False,False,False,True,False,False
MT0002034238,Q1,False,False,True,False,False,True
MT0002050671,Q2,False,False,True,False,False,True
MT0002052101,Q1,False,True,False,False,False,True
MT0002053300,Q1,True,False,False,True,False,False
MT0002054074,Q4,False,True,False,False,True,False
MT0002057142,Q3,False,True,False,False,True,False
MT0002059011,Q2,False,False,False,True,False,False
MT0002060109,Q3,False,False,True,False,False,True
MT0002068648,Q1,True,False,False,True,False,False
MT0002070112,Q3,True,False,False,False,True,False
MT0002071907,Q3,True,False,False,False,True,False
MT0002078701,Q1,False,True,False,False,False,True
MT0002086401,Q3,True,False,False,True,False,False
MT0002087541,Q3,False,False,True,True,False,False
MT0002088249,Q1,False,True,False,False,True,False
MT0002099419,Q2,False,True,False,False,True,False
MT0002113056,Q1,True,False,False,True,False,False
MT0002119439,Q1,True,False,False,False,False,True
MT0002124238,Q4,True,False,False,True,False,False
MT0002126934,Q3,False,False,True,False,True,False
MT0002131125,Q2,True,False,False,True,False,False
MT0002132088,Q4,False,False,True,False,False,True
MT0002139311,Q1,False,True,False,True,False,False
MT0002142155,Q3,False,False,True,False,False,True
MT0002156561,Q1,True,False,False,True,False,False
MT0002161109,Q1,True,False,False,False,True,False
MT0002169629,Q2,True,False,False,False,False,True
MT0002177145,Q1,False,False,True,False,False,True
MT0002179342,Q1,False,True,False,False,True,False
MT0002193996,Q4,False,True,False,False,True,False
MT0002203952,Q3,True,False,False,True,False,False
MT0002210361,Q4,False,False,False,False,False,True
MT0002216668,Q4,True,False,False,True,False,False
MT0002218376,Q2,True,False,False,True,False,False
MT0002219036,Q4,False,True,False,False,False,True
MT0002219182,Q1,False,True,False,False,True,False
MT0002222944,Q2,False,True,False,False,True,False
MT0002222957,Q1,True,False,False,False,True,False
MT0002225477,Q2,False,False,True,False,False,True
MT0002233402,Q3,False,True,False,False,False,True
MT0002238737,Q4,False,False,True,False,False,True
MT0002239079,Q2,False,False,True,False,False,True
MT0002242128,Q1,True,False,False,True,False,False
MT0002249354,Q4,True,False,False,False,True,False
MT0002250135,Q3,True,False,False,False,False,True
MT0002252353,Q2,False,True,False,False,True,False
MT0002262181,Q1,False,False,True,False,True,False
MT0002272314,Q2,True,False,False,False,True,False
MT0002277261,Q3,False,True,False,False,True,False
MT0002291660,Q2,True,False,False,True,False,False
MT0002294387,Q1,True,False,False,False,False,True
MT0002297016,Q1,False,False,False,True,False,False
MT0002298774,Q2,False,True,False,False,True,False
MT0002307435,Q3,True,False,False,False,True,False
MT0002307493,Q4,False,False,False,True,False,False
MT0002308313,Q4,True,False,False,True,False,False
MT0002308613,Q1,True,False,False,True,False,False
MT0002316145,Q2,False,True,False,False,True,False
MT0002323154,Q1,True,False,False,True,False,False
MT0002325544,Q3,False,True,False,False,True,False
MT0002325863,Q1,True,False,False,True,False,False
MT0002327429,Q4,True,False,False,True,False,False
MT0002336535,Q3,True,False,False,False,True,False
MT0002337555,Q2,True,False,False,True,False,False
MT0002342346,Q2,False,False,True,True,False,False
MT0002343207,Q1,True,False,False,True,False,False
MT0002347246,Q1,True,False,False,True,False,False
MT0002349114,Q4,False,True,False,False,True,False
MT0002351905,Q1,False,False,True,False,False,True
MT0002355423,Q4,False,True,False,False,True,False
MT0002359628,Q4,False,False,True,False,False,True
MT0002360219,Q1,False,True,False,True,False,False
MT0002362108,Q1,False,True,False,False,True,False
MT0002366291,Q1,False,False,True,False,False,True
MT0002371970,Q4,False,False,True,False,False,True
MT0002372242,Q2,False,False,True,False,False,True
MT0002379222,Q3,True,False,False,True,False,False
MT0002379942,Q2,False,False,True,True,False,False
MT0002385077,Q2,True,False,False,True,False,False
MT0002390941,Q3,False,False,True,False,False,True
MT0002391847,Q1,False,False,False,False,True,False
MT0002396250,Q2,True,False,False,False,False,True
MT0002397625,Q4,False,True,False,False,True,False
MT0002399275,Q2,True,False,False,True,False,False
MT0002408351,Q4,False,False,False,True,False,False
MT0002415184,Q2,False,False,True,False,False,True
MT0002423836,Q2,False,False,False,True,False,False
MT0002438908,Q4,False,True,False,False,True,False
MT0002448379,Q4,False,True,False,True,False,False
MT0002460914,Q2,True,False,False,True,False,False
MT0002472723,Q1,False,True,False,True,False,False
MT0002472801,Q4,False,False,True,True,False,False
MT0002477987,Q3,False,True,False,False,True,False
MT0002479795,Q2,False,True,False,False,True,False
MT0002485672,Q3,False,False,True,False,False,True
MT0002500878,Q2,True,False,False,True,False,False
MT0002506076,Q1,False,False,True,False,True,False
MT0002510318,Q3,False,True,False,False,True,False
MT0002515172,Q4,True,False,False,True,False,False
MT0002519050,Q2,False,False,False,True,False,False
MT0002525905,Q1,True,False,False,False,True,False
MT0002532237,Q1,False,False,True,False,False,True
MT0002536460,Q3,True,False,False,True,False,False
MT0002538335,Q1,False,False,True,False,False,True
MT0002541988,Q4,True,False,False,True,False,False
MT0002548231,Q1,True,False,False,True,False,False
MT0002549047,Q3,True,False,False,True,False,False
MT0002549944,Q2,True,False,False,True,False,False
MT0002573253,Q3,True,False,False,True,False,False
MT0002580064,Q3,True,False,False,True,False,False
MT0002585767,Q3,False,True,False,False,True,False
MT0002591418,Q4,False,True,False,False,True,False
MT0002595792,Q1,False,False,True,False,False,True
MT0002602057,Q2,False,False,True,False,False,True
MT0002604697,Q3,False,True,False,False,True,False
MT0002619035,Q4,True,False,False,True,False,False
MT0002621498,Q2,False,True,False,False,True,False
MT0002628272,Q1,True,False,False,True,False,False
MT0002634024,Q3,False,False,True,False,False,True
MT0002638821,Q4,True,False,False,True,False,False
MT0002645049,Q1,False,True,False,False,True,False
MT0002653551,Q4,True,False,False,True,False,False
MT0002655864,Q2,False,False,True,False,False,True
MT0002659854,Q4,True,False,False,True,False,False
MT0002670113,Q4,False,False,False,False,True,False
MT0002672499,Q1,False,False,True,False,False,True
MT0002674708,Q4,False,False,False,True,False,False
MT0002675791,Q4,False,False,True,False,False,True
MT0002679562,Q4,False,False,False,True,False,False
MT0002698706,Q1,True,False,False,False,False,True
MT0002698827,Q4,False,False,True,False,False,True
MT0002699966,Q1,True,False,False,False,True,False
MT0002700026,Q1,False,True,False,False,False,True
MT0002701422,Q2,True,False,False,True,False,False
MT0002709704,Q1,False,True,False,False,True,False
MT0002711792,Q2,True,False,False,True,False,False
MT0002714093,Q3,False,False,True,False,False,True
MT0002714805,Q4,False,False,False,True,False,False
MT0002716927,Q4,True,False,False,False,False,True
MT0002737189,Q2,False,False,True,False,False,True
MT0002739845,Q2,True,False,False,True,False,False
MT0002760912,Q3,False,False,True,False,False,True
MT0002761408,Q2,False,True,False,False,True,False
MT0002762445,Q1,False,True,False,False,True,False
MT0002771537,Q3,True,False,False,True,False,False
MT0002772535,Q2,True,False,False,True,False,False
MT0002784741,Q3,True,False,False,True,False,False
MT0002785740,Q2,False,False,False,True,False,False
MT0002794078,Q1,False,True,False,False,True,False
MT0002803746,Q4,False,True,False,False,True,False
MT0002810052,Q2,False,True,False,False,True,False
MT0002811975,Q4,False,False,False,False,False,True
MT0002834532,Q4,False,False,False,False,True,False
MT0002840704,Q1,False,True,False,False,True,False
MT0002842988,Q2,False,True,False,False,False,True
MT0002844771,Q3,False,True,False,False,True,False
MT0002846256,Q4,False,False,True,False,False,True
MT0002858390,Q4,False,True,False,False,True,False
MT0002859848,Q4,True,False,False,True,False,False
MT0002874481,Q3,True,False,False,True,False,False
MT0002874900,Q2,True,False,False,True,False,False
MT0002875103,Q2,True,False,False,True,False,False
MT0002885173,Q1,True,False,False,False,False,True
MT0002889321,Q2,True,False,False,False,False,True
MT0002894033,Q1,True,False,False,False,True,False
MT0002894943,Q2,True,False,False,True,False,False
MT0002903697,Q4,False,False,True,False,False,True
MT0002905185,Q3,True,False,False,True,False,False
MT0002907679,Q1,True,False,False,True,False,False
MT0002908894,Q1,False,True,False,False,True,False
MT0002909109,Q1,True,False,False,True,False,False
MT0002915967,Q3,False,True,False,False,True,False
MT0002920876,Q4,False,True,False,False,True,False
MT0002928993,Q3,True,False,False,True,False,False
MT0002939380,Q2,False,False,True,True,False,False
MT0002940684,Q2,False,False,False,True,False,False
MT0002949712,Q2,True,False,False,False,True,False
MT0002951872,Q1,False,True,False,False,True,False
MT0002954708,Q2,True,False,False,True,False,False
MT0002955901,Q2,True,False,False,True,False,False
MT0002960288,Q4,False,True,False,False,True,False
MT0002960683,Q2,False,False,False,True,False,False
MT0002962258,Q1,False,False,True,False,False,True
MT0002965366,Q3,True,False,False,True,False,False
MT0002969144,Q4,True,False,False,True,False,False
MT0002973571,Q4,True,False,False,False,True,False
MT0002980543,Q4,False,False,True,True,False,False
MT0002983378,Q2,False,False,False,True,False,False
MT0002986568,Q3,True,False,False,False,True,False
MT0002999366,Q1,True,False,False,True,False,False
MT0003008724,Q2,True,False,False,True,False,False
MT0003012633,Q4,True,False,False,True,False,False
MT0003017303,Q4,True,False,False,True,False,False
MT0003019852,Q2,True,False,False,True,False,False
MT0003022328,Q4,False,False,True,False,False,True
MT0003023886,Q2,False,True,False,False,True,False
MT0003025046,Q4,False,False,True,False,False,True
MT0003025373,Q1,False,False,True,False,False,True
MT0003025883,Q4,True,False,False,False,False,True
MT0003028265,Q4,False,True,False,False,True,False
MT0003037596,Q3,False,False,True,False,False,True
MT0003037754,Q3,False,True,False,False,True,False
MT0003041246,Q2,False,False,True,False,False,True
MT0003044417,Q1,False,False,True,False,False,True
MT0003053135,Q3,False,True,False,False,True,False
MT0003072479,Q3,False,True,False,False,False,True
MT0003081304,Q4,False,True,False,False,True,False
MT0003081888,Q4,True,False,False,False,False,True
MT0003085195,Q2,True,False,False,False,False,True
MT0003085925,Q1,True,False,False,True,False,False
MT0003094118,Q2,False,True,False,True,False,False
MT0003097486,Q2,True,False,False,True,False,False
MT0003101727,Q3,False,True,False,False,False,True
MT0003102331,Q4,False,True,False,True,False,False
MT0003105414,Q3,True,False,False,True,False,False
MT0003106472,Q2,False,False,True,False,False,True
MT0003109823,Q3,False,True,False,False,True,False
MT0003114552,Q3,False,True,False,True,False,False
MT0003117846,Q2,False,False,True,False,False,True
MT0003119681,Q4,True,False,False,True,False,False
MT0003124476,Q2,False,True,False,False,True,False
MT0003129858,Q3,False,True,False,False,True,False
MT0003131369,Q1,False,True,False,True,False,False
MT0003131435,Q1,False,False,True,False,False,True
MT0003136077,Q2,True,False,False,True,False,False
MT0003137690,Q2,False,False,False,False,True,False
MT0003144898,Q1,False,False,True,False,False,True
MT0003146944,Q4,False,False,True,False,False,True
MT0003148189,Q4,True,False,False,True,False,False
MT0003149291,Q1,False,False,True,True,False,False
MT0003150748,Q3,True,False,False,True,False,False
MT0003163405,Q4,False,False,True,False,False,True
MT0003170370,Q1,True,False,False,False,True,False
MT0003170390,Q2,False,False,False,False,False,True
MT0003175531,Q1,False,False,True,False,False,True
MT0003179818,Q4,True,False,False,False,False,True
MT0003187533,Q4,False,False,False,True,False,False
MT0003189593,Q1,False,True,False,True,False,False
MT0003189890,Q3,False,True,False,False,True,False
MT0003209662,Q2,False,False,True,False,False,True
MT0003213617,Q4,True,False,False,False,True,False
MT0003213835,Q1,False,True,False,False,True,False
MT0003216840,Q1,True,False,False,True,False,False
MT0003224500,Q2,False,True,False,False,True,False
MT0003228768,Q4,False,True,False,True,False,False
MT0003237550,Q2,True,False,False,True,False,False
MT0003238922,Q4,False,False,False,True,False,False
MT0003243311,Q1,False,False,False,True,False,False
MT0003246728,Q1,True,False,False,True,False,False
MT0003248394,Q1,False,True,False,False,True,False
MT0003262589,Q2,False,True,False,False,True,False
MT0003263304,Q3,False,True,False,False,True,False
MT0003264792,Q4,False,True,False,False,True,False
MT0003272751,Q1,True,False,False,False,True,False
MT0003272904,Q3,False,False,True,False,False,True
MT0003274067,Q3,True,False,False,False,True,False
MT0003280103,Q4,False,False,True,False,False,True
MT0003285450,Q1,True,False,False,False,False,True
MT0003286463,Q1,False,True,False,True,False,False
MT0003287170,Q4,False,False,True,False,False,True
MT0003287931,Q4,False,True,False,False,True,False
MT0003294608,Q2,True,False,False,False,True,False
MT0003296174,Q1,False,False,False,False,False,True
MT0003299912,Q2,False,False,False,True,False,False
MT0003300388,Q3,False,False,True,False,False,True
MT0003304271,Q4,False,True,False,False,True,False
MT0003309945,Q2,False,False,True,False,False,True
MT0003311798,Q2,False,True,False,False,True,False
MT0003315880,Q2,False,True,False,False,True,False
MT0003320924,Q3,False,True,False,False,True,False
MT0003326925,Q2,False,True,False,False,True,False
MT0003328491,Q3,False,True,False,False,True,False
MT0003329820,Q1,False,True,False,True,False,False
MT0003330378,Q4,False,False,False,True,False,False
MT0003330393,Q4,False,False,False,True,False,False
MT0003336370,Q3,False,True,False,False,True,False
MT0003336800,Q2,False,True,False,False,True,False
MT0003337396,Q2,False,False,True,True,False,False
MT0003343422,Q3,False,False,True,False,False,True
MT0003344002,Q3,True,False,False,True,False,False
MT0003345751,Q2,True,False,False,True,False,False
MT0003349423,Q2,False,True,False,False,True,False
MT0003352308,Q3,False,False,True,False,False,True
MT0003353602,Q2,True,False,False,True,False,False
MT0003353794,Q3,True,False,False,True,False,False
MT0003354468,Q4,False,False,True,False,False,True
MT0003361206,Q1,True,False,False,True,False,False
MT0003362542,Q3,False,False,True,False,False,True
MT0003362617,Q3,True,False,False,True,False,False
MT0003366948,Q4,True,False,False,False,True,False
MT0003367947,Q3,False,False,True,False,True,False
MT0003382050,Q4,True,False,False,True,False,False
MT0003389088,Q4,True,False,False,True,False,False
MT0003390733,Q1,False,False,True,False,False,True
MT0003396470,Q3,False,True,False,False,False,True
MT0003402178,Q4,False,True,False,True,False,False
MT0003402538,Q3,False,True,False,False,True,False
MT0003402994,Q1,False,False,True,False,False,True
MT0003410384,Q4,True,False,False,True,False,False
MT0003420996,Q3,False,False,True,False,False,True
MT0003421433,Q4,False,True,False,False,True,False
MT0003428477,Q4,True,False,False,True,False,False
MT0003435704,Q3,True,False,False,False,False,True
MT0003440957,Q1,False,False,True,False,False,True
MT0003442366,Q2,True,False,False,True,False,False
MT0003444822,Q2,True,False,False,False,False,True
MT0003454112,Q4,True,False,False,True,False,False
MT0003462877,Q2,False,False,True,False,False,True
MT0003473344,Q4,True,False,False,True,False,False
MT0003475707,Q4,True,False,False,True,False,False
MT0003482336,Q2,False,True,False,False,True,False
MT0003496132,Q2,True,False,False,True,False,False
MT0003501434,Q3,False,True,False,False,True,False
MT0003501456,Q1,True,False,False,True,False,False
MT0003503243,Q2,False,True,False,False,True,False
MT0003504085,Q2,False,False,False,True,False,False
MT0003504525,Q3,False,True,False,False,True,False
MT0003510796,Q4,False,True,False,False,True,False
MT0003517837,Q4,True,False,False,True,False,False
MT0003530174,Q3,True,False,False,True,False,False
MT0003536193,Q1,False,True,False,False,True,False
MT0003539442,Q2,True,False,False,False,True,False
MT0003542756,Q3,False,False,True,False,False,True
MT0003546058,Q2,False,False,False,True,False,False
MT0003570082,Q1,False,False,True,False,False,True
MT0003585530,Q4,False,True,False,False,True,False
MT0003587042,Q2,True,False,False,True,False,False
MT0003594672,Q1,False,False,True,True,False,False
MT0003597979,Q4,True,False,False,True,False,False
MT0003598094,Q2,False,False,False,True,False,False
MT0003601752,Q3,True,False,False,False,False,True
MT0003603497,Q4,False,True,False,False,True,False
MT0003603772,Q1,True,False,False,True,False,False
MT0003612742,Q2,True,False,False,True,False,False
MT0003617309,Q1,False,True,False,True,False,False
MT0003629164,Q4,True,False,False,True,False,False
MT0003630870,Q2,True,False,False,False,False,True
MT0003639120,Q2,False,False,False,False,True,False
MT0003649209,Q1,False,True,False,False,True,False
MT0003655811,Q3,False,True,False,True,False,False
MT0003655884,Q4,False,True,False,False,True,False
MT0003659365,Q2,True,False,False,True,False,False
MT0003663435,Q1,False,False,True,False,False,True
MT0003669917,Q1,False,True,False,False,True,False
MT0003688494,Q4,True,False,False,False,False,True
MT0003691487,Q4,False,False,False,True,False,False
MT0003703624,Q3,True,False,False,True,False,False
MT0003710207,Q4,False,True,False,True,False,False
MT0003724610,Q1,False,False,False,False,False,True
MT0003728288,Q2,False,True,False,False,True,False
MT0003729518,Q1,False,True,False,False,True,False
MT0003732702,Q4,False,True,False,False,True,False
MT0003740052,Q4,True,False,False,True,False,False
MT0003741609,Q1,False,False,False,True,False,False
MT0003748227,Q3,False,False,True,True,False,False
MT0003753139,Q4,True,False,False,True,False,False
MT0003759483,Q4,False,False,True,False,False,True
MT0003762220,Q4,True,False,False,True,False,False
MT0003762339,Q2,False,True,False,False,True,False
MT0003768949,Q1,False,True,False,False,True,False
MT0003770678,Q4,False,False,True,False,False,True
MT0003774577,Q2,False,True,False,False,True,False
MT0003778826,Q4,False,False,False,True,False,False
MT0003782002,Q2,True,False,False,True,False,False
MT0003787478,Q2,False,True,False,False,True,False
MT0003788939,Q1,False,True,False,False,True,False
MT0003791678,Q1,False,False,True,False,False,True
MT0003792475,Q3,True,False,False,True,False,False
MT0003794106,Q1,False,False,False,True,False,False
MT0003795778,Q1,True,False,False,True,False,False
MT0003796752,Q1,True,False,False,False,False,True
MT0003799339,Q3,True,False,False,True,False,False
MT0003807077,Q2,False,True,False,False,False,True
MT0003808089,Q3,True,False,False,False,True,False
MT0003816162,Q1,False,False,False,False,False,True
MT0003821577,Q2,False,True,False,False,False,True
MT0003834848,Q2,False,False,False,True,False,False
MT0003837569,Q2,True,False,False,True,False,False
MT0003853483,Q4,False,False,False,True,False,False
MT0003857948,Q2,False,False,False,True,False,False
MT0003859252,Q2,True,False,False,False,True,False
MT0003861331,Q4,True,False,False,True,False,False
MT0003863509,Q3,False,False,True,False,False,True
MT0003868349,Q4,False,False,True,False,False,True
MT0003868390,Q4,False,False,True,True,False,False
MT0003869539,Q1,False,True,False,True,False,False
MT0003872021,Q3,True,False,False,True,False,False
MT0003878494,Q3,False,True,False,False,True,False
MT0003880691,Q2,True,False,False,True,False,False
MT0003881997,Q2,True,False,False,False,True,False
MT0003895439,Q3,True,False,False,False,False,True
MT0003898980,Q4,False,True,False,False,True,False
MT0003900455,Q2,False,False,False,False,False,True
MT0003903675,Q1,True,False,False,False,True,False
MT0003906833,Q1,True,False,False,False,False,True
MT0003907045,Q3,True,False,False,False,False,True
MT0003909053,Q3,False,False,True,True,False,False
MT0003909085,Q2,False,False,False,True,False,False
MT0003909575,Q4,False,True,False,False,True,False
MT0003917550,Q1,True,False,False,True,False,False
MT0003922883,Q4,False,True,False,False,True,False
MT0003930610,Q3,True,False,False,False,False,True
MT0003934644,Q1,True,False,False,True,False,False
MT0003935299,Q4,False,False,True,True,False,False
MT0003935485,Q3,False,False,True,False,True,False
MT0003942985,Q3,True,False,False,True,False,False
MT0003949060,Q1,True,False,False,True,False,False
MT0003956612,Q4,False,True,False,False,True,False
MT0003965796,Q1,False,False,True,False,False,True
MT0003968586,Q2,False,False,True,False,False,True
MT0003970870,Q3,False,True,False,True,False,False
MT0003974181,Q3,False,True,False,False,True,False
MT0003979876,Q2,True,False,False,True,False,False
MT0004001276,Q3,True,False,False,True,False,False
MT0004001989,Q1,True,False,False,True,False,False
MT0004012938,Q2,True,False,False,False,False,True
MT0004016308,Q1,True,False,False,False,False,True
MT0004018270,Q2,False,False,False,True,False,False
MT0004020993,Q1,False,True,False,False,True,False
MT0004025604,Q2,True,False,False,True,False,False
MT0004027946,Q2,False,False,True,False,True,False
MT0004028719,Q2,False,True,False,True,False,False
MT0004032071,Q1,True,False,False,True,False,False
MT0004033010,Q1,True,False,False,False,True,False
MT0004034604,Q1,True,False,False,True,False,False
MT0004036096,Q4,True,False,False,True,False,False
MT0004037272,Q1,True,False,False,True,False,False
MT0004068560,Q2,False,False,True,False,False,True
MT0004071684,Q3,True,False,False,True,False,False
MT0004072079,Q2,False,True,False,True,False,False
MT0004072837,Q4,False,False,False,True,False,False
MT0004073991,Q2,True,False,False,True,False,False
MT0004082588,Q3,False,True,False,False,False,True
MT0004085907,Q2,True,False,False,True,False,False
MT0004087145,Q2,False,True,False,False,False,True
MT0004089549,Q4,True,False,False,True,False,False
MT0004091857,Q1,False,True,False,False,True,False
MT0004093767,Q4,True,False,False,True,False,False
MT0004098601,Q4,False,True,False,False,True,False
MT0004113262,Q1,False,True,False,False,True,False
MT0004117319,Q3,True,False,False,False,False,True
MT0004122617,Q1,True,False,False,True,False,False
MT0004131058,Q3,False,True,False,True,False,False
MT0004131260,Q3,True,False,False,False,False,True
MT0004137658,Q2,True,False,False,True,False,False
MT0004139859,Q3,True,False,False,True,False,False
MT0004141823,Q1,False,True,False,False,True,False
MT0004156130,Q4,False,False,True,False,False,True
MT0004180568,Q4,False,True,False,False,True,False
MT0004184616,Q3,False,True,False,False,True,False
MT0004186970,Q2,False,True,False,True,False,False
MT0004187531,Q4,False,False,False,True,False,False
